scenario,optimizer,learning_rate,batch_size,l2,runs,mean_final_loss,std_final_loss,mean_runtime_seconds,std_runtime_seconds,mean_accuracy,std_accuracy,mean_macro_f1,std_macro_f1,mean_weighted_f1,std_weighted_f1
stability_across_seeds,Mini-batch GD,1.0,64.0,0.0001,5,0.25147871196610144,0.0002679626559263369,1.0138284599874168,0.0724566822292462,0.8868279569892474,0.005513210833869272,0.7779268906977437,0.01798299593069884,0.8761563297039586,0.008383709190417348
stability_across_seeds,SGD,0.05,,0.0001,5,0.2470434046872974,0.0010805545781889976,12.284274780098349,2.869126568836347,0.8926075268817204,0.0053214604555992485,0.7940411872728179,0.019196934533047494,0.8840292364948127,0.00867481248688014
