scenario,optimizer,learning_rate,batch_size,l2,seed,epochs,epoch,training_loss
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,52,0.28135995068873887
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,53,0.28040235331516294
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,54,0.27963641113547516
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,55,0.27891960536722665
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,56,0.27827389378356565
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,57,0.27763430550302554
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,58,0.2769491897992854
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,59,0.2763512370957952
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,60,0.275941871223009
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,61,0.2751336437632102
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,62,0.27466789326351143
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,63,0.27408715998460015
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,64,0.27337837251167185
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,65,0.2733854829628878
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,66,0.2723551759402132
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,67,0.2720241480649127
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,68,0.2713968109038161
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,69,0.27082620013340436
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,70,0.27044868737118916
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,71,0.2698632424820212
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,72,0.26986227340787783
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,73,0.2690887975500834
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,74,0.26856040226733224
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,75,0.2681134006515589
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,76,0.2676970173883184
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,77,0.2673895394392382
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,78,0.2669958758763831
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,79,0.26649213867494065
learning_rate_sensitivity,Mini-batch GD,0.5,64,0.0001,42,80,80,0.2662208307018198
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,1,0.41002585466908603
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,2,0.38937293844066156
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,3,0.37562305745954905
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,4,0.36543561370950334
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,5,0.35541152884699717
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,6,0.3469803210793863
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,7,0.3400814895362727
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,8,0.3344482378297102
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,9,0.3284780116529441
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,10,0.3235776620392151
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,11,0.3191047432652391
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,12,0.3150891746671809
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,13,0.3112901211347799
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,14,0.30839469667085817
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,15,0.3046921952874002
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,16,0.30365757972437984
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,17,0.29907571784991216
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,18,0.29644981116678754
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,19,0.29407776845738653
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,20,0.29183181273726316
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,21,0.29035302692608655
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,22,0.28779729287581457
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,23,0.2860446366711239
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,24,0.2843173696445615
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,25,0.2825911312326387
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,26,0.2815635947306133
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,27,0.2795891360260533
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,28,0.27818648140350466
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,29,0.27692422808133377
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,30,0.2757424793232374
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,31,0.2744898811732127
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,32,0.2734039186151532
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,33,0.2734999311236208
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,34,0.2723514137751279
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,35,0.27030425085040666
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,36,0.2696540759019904
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,37,0.2684681044326568
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,38,0.26924265524757324
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,39,0.2668298110291508
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,40,0.26620849665915536
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,41,0.26535819214123196
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,42,0.2646334739173002
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,43,0.26401400451057333
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,44,0.2633794362141607
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,45,0.2631250236178099
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,46,0.2621238025437236
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,47,0.2615840452475716
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,48,0.2610422819000218
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,49,0.2609480651881768
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,50,0.2599874838250826
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,51,0.2598451713395677
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,52,0.25971841124589523
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,53,0.2586475093888203
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,54,0.2581945337242205
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,55,0.257774186682005
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,56,0.25741605091327097
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,57,0.2570762224159824
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,58,0.2566811621795128
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,59,0.25655355621271897
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,60,0.2563651607586871
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,61,0.2558242408642634
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,62,0.25586891148245816
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,63,0.25519361785359146
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,64,0.25477546302757087
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,65,0.25595890145088146
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,66,0.25428787936543223
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,67,0.25430671425408796
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,68,0.2539299433243226
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,69,0.2534288123470443
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,70,0.2535551182266038
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,71,0.25296181797562917
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,72,0.25406108870234373
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,73,0.25260842384970267
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,74,0.2525856285384249
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,75,0.2521937592460256
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,76,0.2520217404669882
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,77,0.2519049029721312
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,78,0.2519502076317988
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,79,0.25142249242955783
learning_rate_sensitivity,Mini-batch GD,1.0,64,0.0001,42,80,80,0.25161817970509304
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,1,0.3898515439063001
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,2,0.36411959492552953
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,3,0.3477147854540754
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,4,0.33726243635896264
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,5,0.3259690464269378
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,6,0.31491851368476886
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,7,0.3078734140000232
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,8,0.30336423734898715
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,9,0.29635427998202696
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,10,0.29250696746867366
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,11,0.2877060570716957
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,12,0.28418128534425674
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,13,0.2809843430170208
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,14,0.27891066540345477
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,15,0.2756975072230606
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,16,0.2754693456811902
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,17,0.2711622230106773
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,18,0.269297480662229
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,19,0.26756557445975565
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,20,0.26598385199232283
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,21,0.26584624980429084
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,22,0.26325767302397357
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,23,0.26236293918017095
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,24,0.26099518648387804
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,25,0.2599135740079681
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,26,0.25967908982056104
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,27,0.2582549395316922
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,28,0.257320728062716
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,29,0.2568811370485408
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,30,0.256289413413737
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,31,0.2554416807019224
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,32,0.25466570284896983
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,33,0.2558773291372287
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,34,0.2563961445383819
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,35,0.25319165824321943
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,36,0.25378437193341946
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,37,0.25229280933552434
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,38,0.2540617740439029
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,39,0.2518813268826652
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,40,0.25153512392028404
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,41,0.2509919743587694
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,42,0.2507423606638991
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,43,0.2507227972640482
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,44,0.2500997605076202
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,45,0.2510307103517408
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,46,0.2496431669738645
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,47,0.249667807891728
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,48,0.249423460483241
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,49,0.2493587019909783
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,50,0.2488783000269439
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,51,0.24913850687484027
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,52,0.2498231195664474
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,53,0.24857047498577967
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,54,0.24828705393573128
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,55,0.24814177799507153
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,56,0.2480235573588993
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,57,0.24799961514778496
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,58,0.24789383790201786
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,59,0.248678182215232
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,60,0.2480628651403906
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,61,0.24820638395964456
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,62,0.24839594810913385
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,63,0.24741707657284595
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,64,0.2475347853432828
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,65,0.2499361318014315
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,66,0.24745394695282916
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,67,0.2471921571012191
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,68,0.24744055764302858
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,69,0.24698184478660393
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,70,0.24755642902759867
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,71,0.24689235905289822
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,72,0.24974349281480415
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,73,0.246871163608789
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,74,0.24792607098245045
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,75,0.24673112697907756
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,76,0.24686930451448943
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,77,0.2468529277616583
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,78,0.24733686165368154
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,79,0.24658682631821938
learning_rate_sensitivity,Mini-batch GD,2.0,64,0.0001,42,80,80,0.2478497467693243
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,1,0.33420966208928793
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,2,0.30133319182816526
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,3,0.2878665346220107
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,4,0.2810324516315793
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,5,0.2712632934072485
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,6,0.26065695423104074
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,7,0.25706808424471767
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,8,0.25999874921455624
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,9,0.25408247080438195
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,10,0.2565523505622132
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,11,0.24992994298084567
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,12,0.24924561287483402
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,13,0.2484065334917203
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,14,0.25196908586972
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,15,0.2475279976489839
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,16,0.2494207554557125
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,17,0.24695771471500383
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,18,0.24747693522711495
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,19,0.24911140948848656
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,20,0.24649832086396242
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,21,0.25556745464106273
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,22,0.24698521580805788
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,23,0.24856410215189953
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,24,0.24697440239659108
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,25,0.2519841659329698
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,26,0.24670116991591484
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,27,0.24671836873151887
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,28,0.24613141773166852
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,29,0.2465023712798064
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,30,0.25448058582920946
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,31,0.2505348463709321
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,32,0.24696830730523917
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,33,0.24861113332365384
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,34,0.2513331479226077
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,35,0.24610024638172007
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,36,0.2548466347307935
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,37,0.24664847237387486
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,38,0.24697620955118377
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,39,0.2482569140718439
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,40,0.2470965648635076
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,41,0.24674778417417717
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,42,0.24638453046596165
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,43,0.2463367792922062
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,44,0.2462066824432867
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,45,0.2502266267273925
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,46,0.2469259677295756
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,47,0.24912635802206717
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,48,0.24968566926820868
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,49,0.24605782091392253
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,50,0.24686270258515106
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,51,0.2460368407053366
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,52,0.24729941013338974
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,53,0.24677625731482217
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,54,0.24636290743623732
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,55,0.24610952819490758
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,56,0.24627147402770053
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,57,0.2460432878016996
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,58,0.24646470013924426
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,59,0.24821618797740097
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,60,0.24794100896924628
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,61,0.24754465619904834
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,62,0.24640360235349854
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,63,0.24618767478130799
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,64,0.24613768742073536
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,65,0.24992774553128266
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,66,0.2469156214563503
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,67,0.24686721580935028
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,68,0.24630895517722418
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,69,0.24619766717404612
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,70,0.24700489300952375
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,71,0.24832918314593458
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,72,0.2588028070997391
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,73,0.24972287069186602
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,74,0.2520057262565574
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,75,0.2464128033240197
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,76,0.24811877297246293
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,77,0.2460613838668884
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,78,0.2498061444037855
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,79,0.2477836962738833
mini_batch_size,Mini-batch GD,1.0,8,0.0001,42,80,80,0.2509414708967813
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,1,0.36437484518434843
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,2,0.33376680380751245
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,3,0.31747549548882825
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,4,0.30689404068680576
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,5,0.29611316944524985
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,6,0.2840008524422339
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,7,0.27805011363307497
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,8,0.27726718696547564
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,9,0.2696585692649521
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,10,0.2682995020898557
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,11,0.2631283377363136
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,12,0.2608920470382007
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,13,0.2589149323699483
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,14,0.2585716270838282
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,15,0.25590216060096155
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,16,0.25664861489257357
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,17,0.25354741079786164
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,18,0.25270130331772356
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,19,0.2522004066040644
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,20,0.2511409921353241
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,21,0.253588569613411
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,22,0.2500936578788846
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,23,0.25047085260143087
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,24,0.24941054146621006
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,25,0.24959663642621704
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,26,0.24919204891627367
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,27,0.24888160931701017
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,28,0.24802917397990148
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,29,0.24833750069572835
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,30,0.24999212364953227
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,31,0.2481636364389599
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,32,0.24741742211938553
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,33,0.24869130742128753
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,34,0.25171402034028173
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,35,0.24704983177392464
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,36,0.2504058358142479
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,37,0.24684355141307818
mini_batch_size,Mini-batch GD,1.0,16,0.0001,42,80,38,0.24855897915869224
