optimizer,epoch,training_loss
Batch GD,255,0.2881945880186469
Batch GD,256,0.288031789701141
Batch GD,257,0.28786984664287585
Batch GD,258,0.28770875249196265
Batch GD,259,0.2875485009619006
Batch GD,260,0.28738908583069955
Batch GD,261,0.28723050094001557
Batch GD,262,0.2870727401943032
Batch GD,263,0.28691579755997904
Batch GD,264,0.2867596670646017
Batch GD,265,0.28660434279606295
Batch GD,266,0.286449818901793
Batch GD,267,0.28629608958797936
Batch GD,268,0.2861431491187972
Batch GD,269,0.28599099181565263
Batch GD,270,0.285839612056439
Batch GD,271,0.2856890042748028
Batch GD,272,0.28553916295942433
Batch GD,273,0.28539008265330784
Batch GD,274,0.2852417579530836
Batch GD,275,0.2850941835083204
Batch GD,276,0.28494735402085025
Batch GD,277,0.2848012642441024
Batch GD,278,0.2846559089824487
Batch GD,279,0.2845112830905587
Batch GD,280,0.2843673814727649
Batch GD,281,0.28422419908243773
Batch GD,282,0.2840817309213714
Batch GD,283,0.2839399720391774
Batch GD,284,0.2837989175326885
Batch GD,285,0.2836585625453716
Batch GD,286,0.28351890226675025
Batch GD,287,0.28337993193183414
Batch GD,288,0.2832416468205605
Batch GD,289,0.2831040422572399
Batch GD,290,0.2829671136100143
Batch GD,291,0.28283085629032056
Batch GD,292,0.2826952657523632
Batch GD,293,0.2825603374925956
Batch GD,294,0.2824260670492074
Batch GD,295,0.28229245000162084
Batch GD,296,0.2821594819699945
Batch GD,297,0.2820271586147336
Batch GD,298,0.2818954756360081
Batch GD,299,0.28176442877327856
Batch GD,300,0.2816340138048275
SGD,1,0.3731725034626062
SGD,2,0.34411892681464157
SGD,3,0.3273091733254812
SGD,4,0.3167598892614092
SGD,5,0.3054478166990463
SGD,6,0.2937162687991925
SGD,7,0.28739170194282654
SGD,8,0.28459556699504124
SGD,9,0.2773665470548806
SGD,10,0.27523898166848415
SGD,11,0.2702644998381752
SGD,12,0.26754093154616776
SGD,13,0.26519931016303944
SGD,14,0.26404759370880576
SGD,15,0.26135586881576606
SGD,16,0.2618977213852928
SGD,17,0.2582712319680531
SGD,18,0.25708998446167997
SGD,19,0.25605541019523453
SGD,20,0.2549960579743776
SGD,21,0.25607026588665427
SGD,22,0.2534906912151188
SGD,23,0.2532452619747331
SGD,24,0.2522445485642994
SGD,25,0.25171204822529036
SGD,26,0.25182714327953953
SGD,27,0.2509761734123056
SGD,28,0.2503189739950663
SGD,29,0.25027329313487123
SGD,30,0.25039292191798457
SGD,31,0.2495914638112286
SGD,32,0.24904007220428404
SGD,33,0.25056697460962335
SGD,34,0.252417499951879
SGD,35,0.24849340655788277
SGD,36,0.25018713310590823
SGD,37,0.24809749865012265
SGD,38,0.25017170032309965
SGD,39,0.24857071309297285
SGD,40,0.24799936723966626
SGD,41,0.24775267051885405
SGD,42,0.24776471509320952
SGD,43,0.24786124721980646
SGD,44,0.24730151821277313
SGD,45,0.2488209794072156
SGD,46,0.24721184516247202
SGD,47,0.24757244813612478
SGD,48,0.24744581406191796
SGD,49,0.24707227873718993
SGD,50,0.246972093897581
SGD,51,0.24738405832762733
SGD,52,0.24820333083414933
SGD,53,0.24707443806958912
SGD,54,0.24683494345055873
SGD,55,0.246752044159964
SGD,56,0.2467248962201097
SGD,57,0.24676475728011293
SGD,58,0.246781123583672
SGD,59,0.2479578007849156
SGD,60,0.24703462724710967
SGD,61,0.247810442171865
SGD,62,0.2474300044915215
SGD,63,0.2465856260854487
SGD,64,0.24683896504287445
SGD,65,0.24973817973536044
SGD,66,0.24690418591123203
SGD,67,0.24654898243545492
SGD,68,0.2469312687825925
SGD,69,0.24652304746219222
SGD,70,0.24726350202734731
SGD,71,0.2466042644805859
SGD,72,0.25084358065110185
SGD,73,0.24695329248424247
SGD,74,0.2485967362493095
SGD,75,0.24647760731290705
SGD,76,0.24671969987729697
SGD,77,0.24668315592526824
SGD,78,0.24753240780002844
SGD,79,0.2466103071123456
SGD,80,0.24875927336912418
SGD,81,0.24649489840919625
SGD,82,0.24804687160404087
SGD,83,0.24690660867049302
SGD,84,0.24693189867506168
SGD,85,0.2469076399091347
SGD,86,0.24643341340648175
SGD,87,0.24651998225370134
SGD,88,0.2483632534185007
SGD,89,0.24648911681959135
SGD,90,0.24869985247862234
SGD,91,0.2471060516565115
SGD,92,0.24719072373370232
SGD,93,0.24659892377373083
SGD,94,0.2464307957686078
SGD,95,0.2469713666713537
SGD,96,0.24658835523121286
SGD,97,0.24778170928074206
SGD,98,0.24668580893596914
SGD,99,0.24641731511017476
SGD,100,0.24678253359904523
SGD,101,0.24641478577304904
SGD,102,0.24648228035870426
SGD,103,0.24725727662631963
SGD,104,0.2467975149055336
SGD,105,0.2465892208266978
SGD,106,0.24747396391142104
SGD,107,0.24641525036371315
SGD,108,0.24930138218568432
SGD,109,0.24708358759585294
SGD,110,0.24678388482316474
SGD,111,0.2468754104530174
SGD,112,0.24644516707554803
SGD,113,0.24645804072933464
SGD,114,0.2485744349896456
SGD,115,0.24653757624616005
SGD,116,0.24743349778764784
SGD,117,0.2464666108642793
SGD,118,0.24720272334752624
SGD,119,0.24644622955286777
SGD,120,0.2484817252514837
SGD,121,0.2468288023448564
SGD,122,0.24684337070073564
SGD,123,0.24675589363068678
SGD,124,0.24641783158590702
SGD,125,0.24656261271181848
SGD,126,0.24671180644229818
SGD,127,0.24670758220245498
SGD,128,0.24720059602908462
SGD,129,0.24670355076831293
SGD,130,0.24649575186293185
SGD,131,0.24650555680002204
SGD,132,0.2466218450652884
SGD,133,0.24640839184315347
SGD,134,0.24642113282836658
SGD,135,0.24835683301520267
SGD,136,0.24807711210494635
SGD,137,0.2464658451233484
SGD,138,0.24642402044581901
SGD,139,0.25120167982979924
SGD,140,0.2464917038405544
SGD,141,0.2464379968781391
SGD,142,0.24664800608283644
SGD,143,0.2466272377976038
SGD,144,0.24665141567335278
SGD,145,0.24718069033217668
SGD,146,0.24648692434267186
SGD,147,0.24640800339076246
SGD,148,0.246460033197207
SGD,149,0.2465660299270333
SGD,150,0.247181461665054
SGD,151,0.24647279045220732
SGD,152,0.24664025490580596
SGD,153,0.24731170622862383
SGD,154,0.24681924426056245
SGD,155,0.24712192612238834
SGD,156,0.24667581748687775
SGD,157,0.24645977493236723
SGD,158,0.24659262734023019
SGD,159,0.25126617650154437
SGD,160,0.2477689415537661
SGD,161,0.2464494680273011
SGD,162,0.24781090233551945
SGD,163,0.24835842429872973
SGD,164,0.24648185024935926
SGD,165,0.24700189315597235
SGD,166,0.24836674245671878
SGD,167,0.24700933134227263
SGD,168,0.24680515626079658
SGD,169,0.24694215940915384
SGD,170,0.24655329031504686
SGD,171,0.2472555116647138
SGD,172,0.24709983970619612
SGD,173,0.24680974290019828
SGD,174,0.2465720878573835
SGD,175,0.24848132757495062
SGD,176,0.24664775542680634
SGD,177,0.24646286653302674
SGD,178,0.2464328168099496
SGD,179,0.24714125398625614
SGD,180,0.24648941302141714
SGD,181,0.24654427818775038
SGD,182,0.2464308916556101
SGD,183,0.24656280408915016
SGD,184,0.24748845810782655
SGD,185,0.2475272084129561
SGD,186,0.2468271730453816
SGD,187,0.24657585598846873
SGD,188,0.24666461366297127
SGD,189,0.24643454996256925
SGD,190,0.24643768998888535
SGD,191,0.24640870818912416
SGD,192,0.24641123865938502
SGD,193,0.24692678126814263
SGD,194,0.2469915685083333
SGD,195,0.24657169808643228
SGD,196,0.2464477429468674
SGD,197,0.24743026141002797
SGD,198,0.2466226502242982
SGD,199,0.24652791276041608
SGD,200,0.2492663543209122
SGD,201,0.2487194180724656
SGD,202,0.24654899996961271
SGD,203,0.24758207001137758
SGD,204,0.24662816777663657
SGD,205,0.2472598082062916
SGD,206,0.24716098186208696
SGD,207,0.24673349798416896
SGD,208,0.24645860611177922
SGD,209,0.24662873683209854
SGD,210,0.24641214058212627
SGD,211,0.24825828573952147
SGD,212,0.24703106699975136
SGD,213,0.24978521164918516
SGD,214,0.24909361648704115
SGD,215,0.24704503402224215
SGD,216,0.24678402442111524
SGD,217,0.2466551992820009
SGD,218,0.24792142065280137
SGD,219,0.24934898485190715
SGD,220,0.24711631909878784
SGD,221,0.24641289778933234
SGD,222,0.2464657607430434
SGD,223,0.24836746700251155
SGD,224,0.24723039739471575
SGD,225,0.2464563832246605
SGD,226,0.2464401280142598
SGD,227,0.24782838589409198
SGD,228,0.24683699314141538
SGD,229,0.24651017562638244
SGD,230,0.2492702036759533
SGD,231,0.2472585814068313
SGD,232,0.24648196639050768
SGD,233,0.24823736161600435
SGD,234,0.24717959915113027
SGD,235,0.24664840387180553
SGD,236,0.24641491541260382
SGD,237,0.24645958963129816
SGD,238,0.2464125206083635
SGD,239,0.24680601903264068
SGD,240,0.2476240834402448
SGD,241,0.2474437426546377
SGD,242,0.24640899664085772
SGD,243,0.2470680017847317
SGD,244,0.24644345019798203
SGD,245,0.24640961807339073
SGD,246,0.24650168977268325
SGD,247,0.24642562551694602
SGD,248,0.24693546784469117
SGD,249,0.24666887868734083
SGD,250,0.246500841414256
SGD,251,0.2473717893015532
SGD,252,0.24827492212413102
SGD,253,0.24682143173705284
SGD,254,0.24650036970387496
SGD,255,0.2469279789224579
SGD,256,0.24640815129386268
SGD,257,0.24722345010959546
SGD,258,0.24641283429522862
SGD,259,0.24675008453289227
SGD,260,0.24644622897439653
SGD,261,0.2467087050547114
SGD,262,0.24760175544223564
SGD,263,0.2464090645455425
SGD,264,0.24686556596866668
SGD,265,0.24898953081560116
SGD,266,0.2466621751265084
SGD,267,0.247848087056095
SGD,268,0.24652644707262433
SGD,269,0.24649722354895343
SGD,270,0.2464098979354127
SGD,271,0.2465196720605492
SGD,272,0.24640809623215879
SGD,273,0.2464514900539088
SGD,274,0.24675352454496705
SGD,275,0.24666303102471557
SGD,276,0.24691688906394188
SGD,277,0.24642255592217926
SGD,278,0.2468777148266686
SGD,279,0.24725472166834364
SGD,280,0.24641225050268364
SGD,281,0.24655593025796776
SGD,282,0.24854597949489063
SGD,283,0.2469517366295257
SGD,284,0.246413181392483
SGD,285,0.24699286844492277
SGD,286,0.24867959449515695
SGD,287,0.24714993301400004
SGD,288,0.2467337713533903
SGD,289,0.24643121074460195
SGD,290,0.24642282076314967
SGD,291,0.2464871890466293
SGD,292,0.24672754867159755
SGD,293,0.24678492604773505
SGD,294,0.2464088697059999
SGD,295,0.24642125469623108
SGD,296,0.2474689802342254
SGD,297,0.247637687715423
SGD,298,0.24668141354604003
SGD,299,0.24712552723324127
SGD,300,0.24653351963085413
Mini-batch GD,1,0.4100809260159524
Mini-batch GD,2,0.38945246398167
Mini-batch GD,3,0.37572085547772355
Mini-batch GD,4,0.36554885420506067
Mini-batch GD,5,0.3555368719617478
Mini-batch GD,6,0.34711091745315403
Mini-batch GD,7,0.3402215410676574
Mini-batch GD,8,0.3345970165688594
Mini-batch GD,9,0.3286350021288254
Mini-batch GD,10,0.3237442997536659
Mini-batch GD,11,0.3192767673927254
Mini-batch GD,12,0.3152676263061955
Mini-batch GD,13,0.3114783946236155
Mini-batch GD,14,0.30859607611119927
Mini-batch GD,15,0.30489226102693795
Mini-batch GD,16,0.3038690563655808
Mini-batch GD,17,0.2992884013800377
Mini-batch GD,18,0.29667100015614734
Mini-batch GD,19,0.29430519378381254
Mini-batch GD,20,0.292066507967916
Mini-batch GD,21,0.29061067876007096
Mini-batch GD,22,0.28804493009114734
Mini-batch GD,23,0.2862938463158183
Mini-batch GD,24,0.2845797593500501
Mini-batch GD,25,0.2828552513311382
Mini-batch GD,26,0.2818439065853812
Mini-batch GD,27,0.27986597333637814
Mini-batch GD,28,0.2784637106488448
Mini-batch GD,29,0.27720526647362687
Mini-batch GD,30,0.2760286312119777
Mini-batch GD,31,0.27477954495813567
Mini-batch GD,32,0.2737071226826965
Mini-batch GD,33,0.27377238232310797
Mini-batch GD,34,0.27265932640912593
Mini-batch GD,35,0.2706195683087515
Mini-batch GD,36,0.269980342456577
Mini-batch GD,37,0.2687837659322821
Mini-batch GD,38,0.26953502428818493
Mini-batch GD,39,0.2671522929547934
Mini-batch GD,40,0.2665260605916915
Mini-batch GD,41,0.26568899677529506
Mini-batch GD,42,0.26496513796802684
Mini-batch GD,43,0.26435456664010004
Mini-batch GD,44,0.2637087776271936
Mini-batch GD,45,0.26346332867321637
Mini-batch GD,46,0.2624682431073473
Mini-batch GD,47,0.2619318759601109
Mini-batch GD,48,0.2613855612940342
Mini-batch GD,49,0.261292219186905
Mini-batch GD,50,0.2603397082060106
Mini-batch GD,51,0.2602047471015392
Mini-batch GD,52,0.2600722259562403
Mini-batch GD,53,0.2590036589422156
Mini-batch GD,54,0.2585571274663396
Mini-batch GD,55,0.2581364689739814
Mini-batch GD,56,0.25777960800807503
Mini-batch GD,57,0.2574380837389651
Mini-batch GD,58,0.2570468374062926
Mini-batch GD,59,0.25692834268864967
Mini-batch GD,60,0.256749280606572
Mini-batch GD,61,0.2562053279426153
Mini-batch GD,62,0.25623910886362933
Mini-batch GD,63,0.25557015250047094
Mini-batch GD,64,0.25515156714716714
Mini-batch GD,65,0.2563466361332572
Mini-batch GD,66,0.2546670432801893
Mini-batch GD,67,0.2546756818171821
Mini-batch GD,68,0.25431520068378904
Mini-batch GD,69,0.25381139240426426
Mini-batch GD,70,0.2539621677019158
Mini-batch GD,71,0.25334562882525186
Mini-batch GD,72,0.25442180814053744
Mini-batch GD,73,0.2529911480754285
Mini-batch GD,74,0.2529724029103855
Mini-batch GD,75,0.2525736375638227
Mini-batch GD,76,0.25240817041529995
Mini-batch GD,77,0.2522910227270174
Mini-batch GD,78,0.2523389998226214
Mini-batch GD,79,0.2518119370096507
Mini-batch GD,80,0.25201445185786636
Mini-batch GD,81,0.25152519554017033
Mini-batch GD,82,0.252034165916271
Mini-batch GD,83,0.25127849882132064
Mini-batch GD,84,0.25104776723884564
Mini-batch GD,85,0.25098225795045115
Mini-batch GD,86,0.2507931055848166
Mini-batch GD,87,0.2507422355876909
Mini-batch GD,88,0.25126464842482493
Mini-batch GD,89,0.2503980987876099
Mini-batch GD,90,0.2508746030535134
Mini-batch GD,91,0.2502216187307059
Mini-batch GD,92,0.2502544479323229
Mini-batch GD,93,0.24994865084803106
Mini-batch GD,94,0.24988320899559444
Mini-batch GD,95,0.25003615787736394
Mini-batch GD,96,0.24965603495608835
Mini-batch GD,97,0.2501461917521332
Mini-batch GD,98,0.24951032697535488
Mini-batch GD,99,0.24950661992287396
Mini-batch GD,100,0.24929703504529804
Mini-batch GD,101,0.24922185976161476
Mini-batch GD,102,0.24927756504127307
Mini-batch GD,103,0.2494286669245217
Mini-batch GD,104,0.2490785733226372
Mini-batch GD,105,0.24891445281618116
Mini-batch GD,106,0.24902895356415228
Mini-batch GD,107,0.2487663993692305
Mini-batch GD,108,0.24989207557372417
Mini-batch GD,109,0.248866151562364
Mini-batch GD,110,0.24880776818158035
Mini-batch GD,111,0.2487046499746227
Mini-batch GD,112,0.24847544626863308
Mini-batch GD,113,0.24839288544640561
Mini-batch GD,114,0.24863146773823988
Mini-batch GD,115,0.24836490972345585
Mini-batch GD,116,0.24825642769968936
Mini-batch GD,117,0.24820982635800676
Mini-batch GD,118,0.2482655704681544
Mini-batch GD,119,0.24814161651891672
Mini-batch GD,120,0.24850543626107202
Mini-batch GD,121,0.24803346364253595
Mini-batch GD,122,0.24843896062112517
Mini-batch GD,123,0.24793688411874976
Mini-batch GD,124,0.24788370304149315
Mini-batch GD,125,0.2478451003373688
Mini-batch GD,126,0.24824313918155252
Mini-batch GD,127,0.24787909643949818
Mini-batch GD,128,0.24772781439567193
Mini-batch GD,129,0.2478110627538985
Mini-batch GD,130,0.24764319033174542
Mini-batch GD,131,0.2476445792148779
Mini-batch GD,132,0.2475770234876739
Mini-batch GD,133,0.24754701383169153
Mini-batch GD,134,0.24755677505426282
Mini-batch GD,135,0.24770185794211916
Mini-batch GD,136,0.2479037570679966
Mini-batch GD,137,0.24743430256039556
Mini-batch GD,138,0.24740316106965127
Mini-batch GD,139,0.2480067860125206
Mini-batch GD,140,0.24735967689915792
Mini-batch GD,141,0.24733985154907281
Mini-batch GD,142,0.24740400058193193
Mini-batch GD,143,0.24727714719658786
Mini-batch GD,144,0.2473315318521085
Mini-batch GD,145,0.2474143431101724
Mini-batch GD,146,0.24723602947797255
Mini-batch GD,147,0.24718683332685332
Mini-batch GD,148,0.2472701025245101
Mini-batch GD,149,0.24723467799579754
Mini-batch GD,150,0.24754495735551946
Mini-batch GD,151,0.24729392402833308
Mini-batch GD,152,0.2471496316585104
Mini-batch GD,153,0.24713641321017887
Mini-batch GD,154,0.24724076981633492
Mini-batch GD,155,0.24706037428234784
Mini-batch GD,156,0.24703164776286768
Mini-batch GD,157,0.24700751533414914
Mini-batch GD,158,0.24700247607548512
Mini-batch GD,159,0.2478080547975054
Mini-batch GD,160,0.24711079122613144
Mini-batch GD,161,0.24694614140582735
Mini-batch GD,162,0.24747520436413634
Mini-batch GD,163,0.24743022300042927
Mini-batch GD,164,0.24691480667996077
Mini-batch GD,165,0.2476411060079699
Mini-batch GD,166,0.24691869699104974
Mini-batch GD,167,0.24720250120533593
Mini-batch GD,168,0.24686677217770417
Mini-batch GD,169,0.2471075134216033
Mini-batch GD,170,0.24683618241721894
Mini-batch GD,171,0.24682100149580977
Mini-batch GD,172,0.24718401398701334
Mini-batch GD,173,0.24729319261540664
Mini-batch GD,174,0.24680821289174898
Mini-batch GD,175,0.24700781490038048
Mini-batch GD,176,0.2467806308358319
Mini-batch GD,177,0.24677160764414388
Mini-batch GD,178,0.24697720834127174
Mini-batch GD,179,0.24689027140793743
Mini-batch GD,180,0.24675650232199633
Mini-batch GD,181,0.24673910210616268
Mini-batch GD,182,0.24674201517021838
Mini-batch GD,183,0.24671102744329382
Mini-batch GD,184,0.24677352224105928
Mini-batch GD,185,0.24689875550513232
Mini-batch GD,186,0.24669528931263057
Mini-batch GD,187,0.2466813148553281
Mini-batch GD,188,0.2466726290306963
Mini-batch GD,189,0.24668507339109527
Mini-batch GD,190,0.2470219907616409
Mini-batch GD,191,0.2467664916133397
Mini-batch GD,192,0.24675101251418116
Mini-batch GD,193,0.24701399267977836
Mini-batch GD,194,0.24683073582871315
Mini-batch GD,195,0.24663417268918775
Mini-batch GD,196,0.24664993060973467
Mini-batch GD,197,0.24688133448816887
Mini-batch GD,198,0.2466235623253481
Mini-batch GD,199,0.24667042856863444
Mini-batch GD,200,0.24706807619685495
Mini-batch GD,201,0.24671488011526563
Mini-batch GD,202,0.24690272268843388
Mini-batch GD,203,0.2467241483445575
Mini-batch GD,204,0.2467074139585182
Mini-batch GD,205,0.24694304615643464
Mini-batch GD,206,0.24674414240155176
Mini-batch GD,207,0.24660909593802255
Mini-batch GD,208,0.24656862251832373
Mini-batch GD,209,0.2466010733845827
Mini-batch GD,210,0.24656253946547546
Mini-batch GD,211,0.24698958166577548
Mini-batch GD,212,0.2467050727440258
Mini-batch GD,213,0.24761159578256953
Mini-batch GD,214,0.24706637837980433
Mini-batch GD,215,0.2470930308284904
Mini-batch GD,216,0.24679626176418565
Mini-batch GD,217,0.24658174347390088
Mini-batch GD,218,0.2473542402956699
Mini-batch GD,219,0.24745898657344448
Mini-batch GD,220,0.24689093119671154
